"1-15",50.077605,-125.148381
"1-15",50.564781,-125.919098
"1-15",51.241103,-125.682693
"1-14",51.148600,-126.438484
"1-14",51.065820,-127.348202
"1-13",50.449726,-127.433407
"1-13",50.690492,-128.092222
"1-11",50.234493,-126.850409
"1-10",50.192668,-125.867416
"1-12",49.777467,-126.787665
"1-12",50.110585,-127.462165
"1-9",49.785908,-126.008591
"1-6",49.774091,-125.428206
"1-8",49.059497,-125.408986
"1-8",49.427193,-126.084853
"1-5",49.069208,-124.181756
"1-7",49.169306,-125.046512
"1-1",48.958828,-123.589625
"1-1",48.466954,-123.350732
"1-4",48.900208,-124.608518
"1-4",48.693547,-123.834275
"1-3",48.526080,-124.234348
"1-3",48.784659,-125.002835
"1-2",48.423041,-123.739293
"2-15",50.581488,-125.214277
"2-15",51.094557,-125.010220
"2-14",50.842423,-124.616718
"2-14",50.406709,-124.995877
"2-13",50.207448,-124.887546
"2-13",50.598261,-124.174726
"2-12",50.060235,-124.233225
"2-5",49.559694,-123.704569
"2-5",49.923730,-123.845399
"2-16",49.653764,-124.449888
"2-16",49.291938,-123.535572
"2-11",50.376690,-123.138967
"2-11",50.641574,-123.511459
"2-6",50.025449,-123.405574
"2-6",50.289191,-123.635237
"2-10",50.057083,-122.498956
"2-9",50.147223,-122.712293
"2-9",49.803134,-122.470173
"2-7",49.744853,-123.061081
"2-7",49.937677,-123.032915
"2-8",49.451358,-123.061081
"2-8",49.213853,-122.261915
"2-8",49.674013,-122.702134
"2-18",49.558829,-121.726880
"2-19",49.378377,-122.060430
"2-17",49.409233,-121.327297
"2-2",49.171806,-121.339149
"2-3",49.055438,-121.677779
"2-1",49.083170,-120.895544
"2-4",49.049709,-122.707921
"3-46",51.924461,-120.214188
"3-46",52.529707,-120.093952
"3-44",52.457832,-119.479654
"3-43",52.177202,-119.134248
"3-45",52.217401,-119.967157
"3-42",51.594299,-119.208576
"3-40",51.774564,-119.643612
"3-41",51.607878,-119.562726
"3-39",51.701460,-120.404380
"3-36",51.061560,-119.359418
"3-36",51.351919,-118.876287
"3-38",51.304109,-119.995577
"3-37",51.069803,-119.770407
"3-37",51.361475,-119.370348
"3-35",51.039389,-118.700055
"3-34",50.830511,-118.866570
"3-30",51.023073,-121.423108
"3-30",51.312308,-120.727924
"3-28",51.106877,-120.362843
"3-31",51.232984,-121.904053
"3-29",50.941873,-120.830672
"3-27",50.792866,-120.109254
"3-17",50.664117,-121.659154
"3-26",50.606993,-119.660744
"3-19",50.437119,-120.629719
"3-18",50.461916,-121.139357
"3-20",50.375610,-120.194580
"3-12",49.997259,-120.343577
"3-13",50.026636,-121.141050
"3-14",49.812968,-121.395023
"3-32",50.961153,-122.402487
"3-33",50.695230,-123.057695
"3-16",50.486700,-122.287312
"3-15",50.003789,-121.845400
"4-40",52.071171,-117.988725
"4-36",51.431038,-116.814782
"4-36",51.844848,-117.400661
"4-37",51.508660,-117.763555
"4-37",51.786736,-118.025889
"4-35",51.047443,-116.370361
"4-34",51.203112,-117.248011
"4-34",50.740018,-116.547279
"4-39",51.183679,-118.467484
"4-39",51.854301,-118.863170
"4-38",51.733965,-118.447809
"4-38",51.224770,-118.056495
"4-33",50.889060,-117.849878
"4-27",50.544919,-116.927374
"4-28",50.802542,-117.417991
"4-32",50.042827,-118.194017
"4-32",50.492622,-118.150151
"4-29",50.557453,-117.331267
"4-30",50.347873,-117.331267
"4-31",50.347873,-117.802583
"4-25",50.582072,-115.746636
"4-23",49.495081,-114.957040
"4-23",50.286990,-115.032629
"4-24",50.248975,-115.459676
"4-22",49.555589,-115.401188
"4-21",49.887633,-115.616864
"4-1",49.088584,-114.531170
"4-2",49.141224,-115.013701
"4-26",50.365709,-116.305933
"4-20",49.709486,-116.251100
"4-3",49.272579,-115.582137
"4-5",49.296424,-116.057356
"4-4",49.082599,-115.883718
"4-19",50.022868,-116.755564
"4-17",50.161236,-117.521399
"4-17",49.739336,-117.435842
"4-15",49.411910,-117.976513
"4-15",49.969995,-117.828464
"4-16",49.638517,-117.817497
"4-18",49.774450,-117.119290
"4-14",49.825179,-118.350000
"4-6",49.233209,-116.466776
"4-7",49.153180,-116.912752
"4-8",49.211721,-117.428183
"4-9",49.219383,-117.964702
"5-16",53.211574,-121.213700
"5-15",52.321749,-120.808810
"5-15",53.004654,-121.728986
"5-15",52.657897,-120.777951
"5-13",52.337178,-123.495195
"5-13",52.986297,-122.957291
"5-13",53.081336,-124.060825
"5-10",52.803973,-126.101531
"5-12",52.850882,-124.925907
"5-12",52.216729,-124.607047
"5-14",52.080102,-122.748414
"5-2",52.644440,-122.180936
"5-2",51.643991,-121.900894
"5-2",52.170839,-121.387945
"5-1",51.605162,-120.977141
"5-9",52.881316,-127.015185
"5-9",52.334254,-128.130102
"5-8",51.739380,-127.778138
"5-8",52.193286,-126.512379
"5-11",52.241503,-125.904639
"5-7",51.659440,-126.446795
"5-7",51.377853,-127.273146
"5-6",51.645877,-125.627003
"5-6",52.075202,-125.384345
"5-5",51.253512,-124.387477
"5-5",51.488246,-124.955866
"5-5",51.950069,-124.101096
"5-4",51.770505,-123.478054
"5-4",51.105505,-123.646385
"5-3",51.444666,-122.789429
"6-29",59.285016,-137.161821
"6-29",59.753355,-138.029676
"6-28",59.867686,-135.256978
"6-28",59.770111,-136.296740
"6-27",59.304837,-134.455669
"6-27",59.774299,-134.605394
"6-25",59.624614,-131.325293
"6-25",59.202777,-131.536018
"6-25",59.635828,-133.033275
"6-26",58.876132,-133.205182
"6-26",58.684994,-131.752288
"6-26",58.201798,-132.611825
"6-24",58.762726,-130.446348
"6-24",59.656846,-129.941717
"6-23",59.772903,-128.305825
"6-23",58.973451,-129.143180
"6-23",58.624416,-129.761491
"6-22",57.486110,-132.218102
"6-22",58.245602,-131.036932
"6-22",58.950578,-130.970388
"6-19",58.090587,-129.467585
"6-19",57.821375,-127.848330
"6-19",58.203259,-128.097873
"6-21",56.591596,-130.679254
"6-21",56.939586,-131.242112
"6-21",57.831710,-130.474075
"6-20",57.342757,-129.844672
"6-20",57.751907,-128.735593
"6-20",57.450324,-127.826148
"6-18",56.467735,-126.844614
"6-18",56.954709,-128.084009
"6-17",56.836590,-129.362223
"6-17",56.481517,-128.045192
"6-30",55.565802,-128.047964
"6-30",56.030248,-128.558141
"6-7",55.913878,-127.474016
"6-16",55.653503,-129.140407
"6-16",56.469266,-129.913990
"6-14",54.385143,-130.393667
"6-14",54.858702,-129.764264
"6-14",55.612809,-129.900126
"6-15",54.393216,-129.575721
"6-15",55.232009,-128.669049
"6-3",52.778833,-128.949576
"6-3",52.979620,-127.679196
"6-3",53.230970,-128.436142
"6-3",54.132487,-128.350188
"6-3",53.635671,-128.145009
"6-11",53.500649,-129.927853
"6-11",54.212014,-128.846501
"6-11",53.894171,-130.575603
"6-10",54.135736,-129.448177
"6-13",53.882052,-132.472416
"6-13",53.261938,-132.409935
"6-12",52.924255,-132.032821
"6-8",54.692382,-126.539617
"6-8",55.391385,-127.254973
"6-9",54.799609,-127.823376
"6-9",54.085348,-127.354790
"6-9",54.288151,-126.481390
"6-6",54.360917,-125.233676
"6-5",54.160095,-125.314084
"6-4",53.804662,-125.461037
"6-4",53.556686,-127.241109
"6-4",53.981127,-126.522981
"6-2",53.461049,-126.195802
"6-1",53.141252,-126.755887
"6-1",53.202746,-125.122768
"7-53",59.796624,-124.227187
"7-53",59.582526,-125.300221
"7-53",59.768715,-126.395437
"7-52",58.168179,-127.157928
"7-52",58.466709,-128.746684
"7-52",59.335961,-128.239280
"7-52",59.737988,-127.465698
"7-54",59.059094,-125.427765
"7-54",59.405181,-124.579320
"7-54",58.771352,-124.618137
"7-51",58.338868,-125.710580
"7-51",59.239667,-126.916704
"7-55",59.806387,-120.603271
"7-55",59.412236,-121.141174
"7-55",59.361405,-122.729930
"7-55",59.579718,-123.467468
"7-55",59.852372,-122.280753
"7-56",58.556501,-120.403637
"7-56",59.133144,-120.309365
"7-56",58.868966,-121.717896
"7-49",58.972022,-123.780783
"7-49",58.233926,-123.179107
"7-48",57.516078,-122.684303
"7-48",58.228368,-122.352697
"7-47",57.667478,-121.645805
"7-47",57.948142,-120.636544
"7-40",56.862366,-125.311312
"7-40",57.648195,-126.484163
"7-41",57.348741,-124.887089
"7-41",57.741549,-125.541446
"7-39",57.179311,-127.191201
"7-39",56.763715,-125.973986
"7-37",56.357295,-124.074689
"7-37",56.856302,-124.296504
"7-50",58.102310,-124.260459
"7-42",57.506968,-123.545103
"7-57",56.990978,-123.495195
"7-58",56.965291,-122.893519
"7-43",56.638893,-123.015518
"7-36",56.238831,-123.198516
"7-46",57.070948,-120.503454
"7-45",56.882064,-121.451717
"7-45",57.170293,-122.161527
"7-44",56.693744,-122.272435
"7-33",55.938733,-120.350956
"7-33",56.495295,-121.027494
"7-34",56.354223,-121.487762
"7-35",56.194120,-122.122709
"7-32",55.948049,-121.324173
"7-38",56.215711,-124.931452
"7-38",55.828318,-125.574718
"7-38",56.215711,-126.026668
"7-27",55.052939,-125.868624
"7-27",55.850115,-126.539617
"7-29",55.141782,-123.445286
"7-29",55.767534,-124.088552
"7-30",55.232009,-123.012745
"7-30",55.747251,-123.603330
"7-28",55.361452,-125.086723
"7-28",55.195626,-124.008144
"7-31",55.826761,-122.693885
"7-20",55.249398,-120.478500
"7-21",54.836353,-121.252082
"7-21",55.459725,-121.136848
"7-22",55.339382,-122.050619
"7-19",54.488350,-120.406410
"7-23",54.868277,-122.294617
"7-24",54.560762,-123.198516
"7-26",54.863490,-125.494310
"7-26",54.849125,-124.584865
"7-16",54.372224,-122.219754
"7-25",54.599329,-124.135688
"7-25",54.679559,-125.164359
"7-14",54.309185,-123.697602
"7-13",54.130862,-124.210551
"7-7",53.758790,-122.014574
"7-15",53.993151,-123.132957
"7-9",53.703021,-122.560796
"7-12",53.797834,-124.606123
"7-12",53.712410,-123.467252
"7-10",53.518787,-122.993336
"7-8",53.322157,-122.460979
"7-6",53.390006,-121.584806
"7-11",53.518787,-123.961008
"7-18",54.020240,-120.752997
"7-18",54.238445,-121.156956
"7-17",54.002318,-121.504398
"7-5",53.259176,-120.550590
"7-5",53.704662,-121.432308
"7-3",53.262493,-119.835234
"7-3",53.578093,-120.298274
"7-1",52.725119,-118.662383
"7-4",52.927836,-119.926733
"7-2",52.415185,-118.664234
"8-24",50.693592,-118.705972
"8-23",50.145053,-118.890855
"8-23",50.469461,-118.476033
"8-25",50.446288,-118.990075
"8-13",49.970041,-118.707995
"8-14",49.136371,-118.863765
"8-14",49.704683,-118.812970
"8-12",49.400419,-119.237951
"8-15",49.497286,-118.540373
"8-26",50.475145,-119.253877
"8-21",50.278328,-119.601978
"8-22",50.171087,-119.351392
"8-11",49.947166,-119.745895
"8-10",49.888296,-119.287052
"8-8",49.719466,-120.038078
"8-9",49.499173,-119.521970
"8-1",49.123076,-119.515627
"8-2",49.263073,-119.900924
"8-5",49.453279,-120.837977
"8-6",49.730956,-120.501040
"8-7",49.501684,-120.255533
"8-4",49.312192,-120.402837
"8-3",49.078734,-120.111616
